ds,y
2018-06-06,518.17
2018-06-07,516.2
2018-06-08,514.75
2018-06-09,513.45
2018-06-10,512.4
2018-06-11,514.77
2018-06-12,510.12
2018-06-13,503.04
2018-06-14,500.53
2018-06-15,494.15
2018-06-16,484.56
2018-06-17,487.73
2018-06-18,486.87
2018-06-19,483.59
2018-06-20,481.01
2018-06-21,484.83
2018-06-22,486.8
2018-06-23,488.08
2018-06-24,487.65
2018-06-25,483.03
2018-06-26,481.23
2018-06-27,476.96
2018-06-28,481.61
2018-06-29,477.04
2018-06-30,471.69
2018-07-01,465.35
2018-07-02,466.32
2018-07-03,459.88
2018-07-04,460.27
2018-07-05,459.7
2018-07-06,457.65
2018-07-07,463.7
2018-07-08,460.62
2018-07-09,460.69
2018-07-10,455.56
2018-07-11,451.74
2018-07-12,452.59
2018-07-13,448.86
2018-07-14,447.35
2018-07-15,448.01
2018-07-16,446.86
2018-07-17,444.22
2018-07-18,442.99
2018-07-19,435.27
2018-07-20,433.06
2018-07-21,434.88
2018-07-22,438.78
2018-07-23,439.52
2018-07-24,438.64
2018-07-25,437.81
2018-07-26,434.19
2018-07-27,435.77
2018-07-28,437.17
2018-07-29,434.27
2018-07-30,428.34
2018-07-31,428.37
2018-08-01,430.89
2018-08-02,428.3
2018-08-03,427.87
2018-08-04,427.88
2018-08-05,429.64
2018-08-06,429.98
2018-08-07,426.02
2018-08-08,427.39
2018-08-09,425.34
2018-08-10,424.29
2018-08-11,425.83
2018-08-12,419.2
2018-08-13,420.7
2018-08-14,416.39
2018-08-15,413.58
2018-08-16,416.16
2018-08-17,418.74
2018-08-18,415.26
2018-08-19,411.18
2018-08-20,405.63
2018-08-21,402.1
2018-08-22,405.97
2018-08-23,405.6
2018-08-24,401.71
2018-08-25,400.43
2018-08-26,395.56
2018-08-27,394.44
2018-08-28,395.71
2018-08-29,390.67
2018-08-30,392.5
2018-08-31,396.48
2018-09-01,398.53
2018-09-02,396.14
2018-09-03,398.26
2018-09-04,394.65
2018-09-05,390.82
2018-09-06,396.68
2018-09-07,392.25
2018-09-08,389.24
2018-09-09,387.9
2018-09-10,387.62
2018-09-11,391.05
2018-09-12,392.92
2018-09-13,396.51
2018-09-14,398.36
2018-09-15,398.8
2018-09-16,394.2
2018-09-17,394.25
2018-09-18,391.68
2018-09-19,389.17
2018-09-20,387.98
2018-09-21,393.95
2018-09-22,396.68
2018-09-23,399.51
2018-09-24,396.03
2018-09-25,395.82
2018-09-26,394.97
2018-09-27,395.69
2018-09-28,398.05
2018-09-29,397.51
2018-09-30,397.77
2018-10-01,399.7
2018-10-02,400.87
2018-10-03,403.27
2018-10-04,395.06
2018-10-05,392.13
2018-10-06,391.71
2018-10-07,388.75
2018-10-08,385.58
2018-10-09,377.99
2018-10-10,380.12
2018-10-11,379.28
2018-10-12,376.69
2018-10-13,382.05
2018-10-14,380.87
2018-10-15,383.71
2018-10-16,384.68
2018-10-17,386.84
2018-10-18,381.01
2018-10-19,380.86
2018-10-20,379.89
2018-10-21,382.35
2018-10-22,391.12
2018-10-23,396.13
2018-10-24,400.46
2018-10-25,396.51
2018-10-26,397.65
2018-10-27,397.46
2018-10-28,393.74
2018-10-29,395.27
2018-10-30,398.88
2018-10-31,400.48
2018-11-01,403.88
2018-11-02,408.57
2018-11-03,408.11
2018-11-04,414.67
2018-11-05,412.8
2018-11-06,412.87
2018-11-07,413.46
2018-11-08,412.91
2018-11-09,409.2
2018-11-10,413.18
2018-11-11,419.57
2018-11-12,421.91
2018-11-13,423.12
2018-11-14,422.89
2018-11-15,425.16
2018-11-16,427.83
2018-11-17,428.21
2018-11-18,427.35
2018-11-19,420.65
2018-11-20,421.53
2018-11-21,426.74
2018-11-22,427.93
2018-11-23,424.32
2018-11-24,422.9
2018-11-25,419.15
2018-11-26,414.01
2018-11-27,419.61
2018-11-28,421.23
2018-11-29,423.72
2018-11-30,418.22
2018-12-01,420.98
2018-12-02,424.21
2018-12-03,429.12
2018-12-04,427.14
2018-12-05,424.47
2018-12-06,429.48
2018-12-07,432.61
2018-12-08,432.92
2018-12-09,436.4
2018-12-10,442.89
2018-12-11,445.04
2018-12-12,447.87
2018-12-13,451.93
2018-12-14,455.42
2018-12-15,456.26
2018-12-16,457.78
2018-12-17,453.4
2018-12-18,450.74
2018-12-19,459.82
2018-12-20,459.27
2018-12-21,455.42
2018-12-22,460.77
2018-12-23,467.47
2018-12-24,464.83
2018-12-25,466.24
2018-12-26,466.89
2018-12-27,467.27
2018-12-28,466.06
2018-12-29,464.88
2018-12-30,464.71
2018-12-31,467.69
2019-01-01,468.78
2019-01-02,470.79
2019-01-03,472.57
2019-01-04,473.29
2019-01-05,472.65
2019-01-06,471.38
2019-01-07,471.57
2019-01-08,472.83
2019-01-09,469.83
2019-01-10,468.77
2019-01-11,473.01
2019-01-12,471.84
2019-01-13,473.5
2019-01-14,470.49
2019-01-15,475.55
2019-01-16,480.87
2019-01-17,482.9
2019-01-18,484.54
2019-01-19,487.18
2019-01-20,488.01
2019-01-21,487.11
2019-01-22,490.92
2019-01-23,489.96
2019-01-24,492.42
2019-01-25,497.43
2019-01-26,495.03
2019-01-27,495.77
2019-01-28,496.98
2019-01-29,491.66
2019-01-30,491.32
2019-01-31,492.66
2019-02-01,489.91
2019-02-02,494.02
2019-02-03,500.12
2019-02-04,505.64
2019-02-05,512.96
2019-02-06,513.14
2019-02-07,517.75
2019-02-08,519.8
2019-02-09,517.11
2019-02-10,515.27
2019-02-11,515.04
2019-02-12,510.67
2019-02-13,511.55
2019-02-14,512.58
2019-02-15,522.16
2019-02-16,523.97
2019-02-17,529.01
2019-02-18,531.55
2019-02-19,530.34
2019-02-20,528.26
2019-02-21,527.35
2019-02-22,527.14
2019-02-23,531.41
2019-02-24,535.91
2019-02-25,535.47
2019-02-26,535.45
2019-02-27,533.74
2019-02-28,533.85
2019-03-01,535.34
2019-03-02,534.31
2019-03-03,535.35
2019-03-04,534.03
2019-03-05,538.66
2019-03-06,539.9
2019-03-07,538.72
2019-03-08,543.5
2019-03-09,538.73
2019-03-10,538.8
2019-03-11,543.9
2019-03-12,548.05
2019-03-13,550.86
2019-03-14,551.13
2019-03-15,554.6
2019-03-16,557.15
2019-03-17,560.76
2019-03-18,557.97
2019-03-19,561.63
2019-03-20,559.12
2019-03-21,555.46
2019-03-22,555.63
2019-03-23,555.59
2019-03-24,559.61
2019-03-25,559.09
2019-03-26,560.17
2019-03-27,557.19
2019-03-28,553.51
2019-03-29,552.44
2019-03-30,554.21
2019-03-31,562.05
2019-04-01,558.82
2019-04-02,564.23
2019-04-03,563.28
2019-04-04,567.47
2019-04-05,562.87
2019-04-06,563.5
2019-04-07,563.8
2019-04-08,562.24
2019-04-09,561.18
2019-04-10,560.92
2019-04-11,561.04
2019-04-12,555.01
2019-04-13,550.89
2019-04-14,547.87
2019-04-15,539.15
2019-04-16,534.6
2019-04-17,536.42
2019-04-18,536.9
2019-04-19,533.64
2019-04-20,535.98
2019-04-21,535.45
2019-04-22,532.08
2019-04-23,533.41
2019-04-24,536.85
2019-04-25,535.19
2019-04-26,536.79
2019-04-27,537.03
2019-04-28,537.35
2019-04-29,532.88
2019-04-30,528.06
2019-05-01,523.96
2019-05-02,524.16
2019-05-03,523.19
2019-05-04,521.84
2019-05-05,524.92
2019-05-06,528.71
2019-05-07,522.18
2019-05-08,514.87
2019-05-09,512.58
2019-05-10,513.0
2019-05-11,513.83
2019-05-12,512.08
2019-05-13,504.71
2019-05-14,509.42
2019-05-15,506.33
2019-05-16,506.4
2019-05-17,505.44
2019-05-18,503.4
2019-05-19,505.7
2019-05-20,508.43
2019-05-21,503.22
2019-05-22,494.35
2019-05-23,491.25
2019-05-24,491.14
2019-05-25,490.83
2019-05-26,490.74
2019-05-27,492.96
2019-05-28,494.85
2019-05-29,492.31
2019-05-30,486.91
2019-05-31,483.38
2019-06-01,485.72
2019-06-02,482.32
2019-06-03,484.48
2019-06-04,485.24
2019-06-05,490.48
2019-06-06,489.14
2019-06-07,480.82
2019-06-08,485.56
2019-06-09,484.34
2019-06-10,482.62
2019-06-11,485.59
2019-06-12,483.19
2019-06-13,478.61
2019-06-14,476.18
2019-06-15,476.55
2019-06-16,473.98
2019-06-17,478.07
2019-06-18,473.75
2019-06-19,470.0
2019-06-20,464.45
2019-06-21,468.8
2019-06-22,472.59
2019-06-23,470.26
2019-06-24,466.17
2019-06-25,459.36
2019-06-26,462.3
2019-06-27,462.75
2019-06-28,463.26
2019-06-29,460.68
2019-06-30,462.89
2019-07-01,461.53
2019-07-02,456.48
2019-07-03,452.29
2019-07-04,451.65
2019-07-05,446.07
2019-07-06,446.22
2019-07-07,441.91
2019-07-08,439.03
2019-07-09,435.97
2019-07-10,433.54
2019-07-11,433.68
2019-07-12,428.24
2019-07-13,424.78
2019-07-14,419.16
2019-07-15,416.17
2019-07-16,411.7
2019-07-17,410.7
2019-07-18,410.64
2019-07-19,415.07
2019-07-20,412.22
2019-07-21,414.87
2019-07-22,411.83
2019-07-23,408.41
2019-07-24,408.93
2019-07-25,410.65
2019-07-26,412.6
2019-07-27,412.82
2019-07-28,411.96
2019-07-29,415.97
2019-07-30,413.21
2019-07-31,409.34
2019-08-01,406.14
2019-08-02,400.97
2019-08-03,397.66
2019-08-04,401.22
2019-08-05,395.09
2019-08-06,399.16
2019-08-07,393.28
2019-08-08,395.31
2019-08-09,385.89
2019-08-10,389.99
2019-08-11,386.76
2019-08-12,386.22
2019-08-13,384.87
2019-08-14,382.74
2019-08-15,386.32
2019-08-16,388.48
2019-08-17,387.27
2019-08-18,387.67
2019-08-19,389.53
2019-08-20,387.63
2019-08-21,389.26
2019-08-22,391.5
2019-08-23,388.78
2019-08-24,384.39
2019-08-25,384.52
2019-08-26,380.96
2019-08-27,381.41
2019-08-28,379.74
2019-08-29,381.98
2019-08-30,383.94
2019-08-31,389.53
2019-09-01,392.57
2019-09-02,393.45
2019-09-03,390.91
2019-09-04,387.16
2019-09-05,388.1
2019-09-06,391.44
2019-09-07,393.51
2019-09-08,392.52
2019-09-09,390.27
2019-09-10,393.21
2019-09-11,393.46
2019-09-12,387.59
2019-09-13,391.75
2019-09-14,384.61
2019-09-15,381.82
2019-09-16,380.18
2019-09-17,381.61
2019-09-18,379.61
2019-09-19,377.18
2019-09-20,376.76
2019-09-21,379.91
2019-09-22,378.63
2019-09-23,384.73
2019-09-24,385.31
2019-09-25,383.6
2019-09-26,382.13
2019-09-27,379.97
2019-09-28,381.83
2019-09-29,380.84
2019-09-30,380.26
2019-10-01,378.29
2019-10-02,383.71
2019-10-03,377.95
2019-10-04,376.94
2019-10-05,378.13
2019-10-06,379.15
2019-10-07,379.34
2019-10-08,381.71
2019-10-09,382.59
2019-10-10,382.13
2019-10-11,379.18
2019-10-12,380.38
2019-10-13,377.31
2019-10-14,371.46
2019-10-15,374.62
2019-10-16,374.1
2019-10-17,372.94
2019-10-18,372.67
2019-10-19,372.61
2019-10-20,372.02
2019-10-21,371.85
2019-10-22,373.0
2019-10-23,373.04
2019-10-24,375.11
2019-10-25,383.1
2019-10-26,386.6
2019-10-27,388.58
2019-10-28,389.46
2019-10-29,391.19
2019-10-30,394.2
2019-10-31,396.2
2019-11-01,400.41
2019-11-02,404.36
2019-11-03,404.46
2019-11-04,403.76
2019-11-05,405.98
2019-11-06,411.78
2019-11-07,409.3
2019-11-08,411.44
2019-11-09,412.08
2019-11-10,412.45
2019-11-11,412.62
2019-11-12,418.18
2019-11-13,422.29
2019-11-14,423.66
2019-11-15,423.03
2019-11-16,426.74
2019-11-17,428.77
2019-11-18,428.44
2019-11-19,428.18
2019-11-20,429.96
2019-11-21,425.99
2019-11-22,426.56
2019-11-23,426.75
2019-11-24,426.1
2019-11-25,429.26
2019-11-26,428.05
2019-11-27,429.85
2019-11-28,429.78
2019-11-29,429.71
2019-11-30,429.35
2019-12-01,439.07
2019-12-02,440.52
2019-12-03,439.18
2019-12-04,435.52
2019-12-05,432.26
2019-12-06,430.48
2019-12-07,430.22
2019-12-08,430.82
2019-12-09,435.19
2019-12-10,434.97
2019-12-11,437.33
2019-12-12,438.47
2019-12-13,441.54
2019-12-14,444.31
2019-12-15,445.66
2019-12-16,446.62
2019-12-17,453.8
2019-12-18,455.4
2019-12-19,453.25
2019-12-20,452.79
2019-12-21,449.06
2019-12-22,448.41
2019-12-23,445.3
2019-12-24,449.68
2019-12-25,457.72
2019-12-26,459.86
2019-12-27,458.87
2019-12-28,457.95
2019-12-29,455.42
2019-12-30,452.55
2019-12-31,453.1
2020-01-01,457.82
2020-01-02,457.93
2020-01-03,453.92
2020-01-04,461.58
2020-01-05,457.19
2020-01-06,460.33
2020-01-07,467.39
2020-01-08,472.3
2020-01-09,475.97
2020-01-10,471.34
2020-01-11,475.09
2020-01-12,474.23
2020-01-13,475.46
2020-01-14,472.39
2020-01-15,469.91
2020-01-16,468.13
2020-01-17,475.14
2020-01-18,473.68
2020-01-19,470.78
2020-01-20,464.78
2020-01-21,471.48
2020-01-22,474.73
2020-01-23,474.32
2020-01-24,468.18
2020-01-25,466.13
2020-01-26,464.93
2020-01-27,472.25
2020-01-28,470.74
2020-01-29,473.88
2020-01-30,469.84
2020-01-31,469.91
2020-02-01,474.1
2020-02-02,473.33
2020-02-03,470.15
2020-02-04,473.5
2020-02-05,476.34
2020-02-06,478.3
2020-02-07,482.72
2020-02-08,482.33
2020-02-09,484.47
2020-02-10,482.09
2020-02-11,482.28
2020-02-12,483.45
2020-02-13,477.87
2020-02-14,476.99
2020-02-15,480.03
2020-02-16,476.13
2020-02-17,474.87
2020-02-18,476.06
2020-02-19,486.02
2020-02-20,489.8
2020-02-21,488.97
2020-02-22,485.04
2020-02-23,484.73
2020-02-24,485.58
2020-02-25,489.61
2020-02-26,488.73
2020-02-27,491.95
2020-02-28,495.96
2020-02-29,495.89
2020-03-01,498.88
2020-03-02,498.39
2020-03-03,499.07
2020-03-04,495.08
2020-03-05,495.77
2020-03-06,498.88
2020-03-07,501.14
2020-03-08,500.9
2020-03-09,504.4
2020-03-10,503.07
2020-03-11,502.8
2020-03-12,499.11
2020-03-13,501.53
2020-03-14,500.59
2020-03-15,501.62
2020-03-16,502.51
2020-03-17,502.79
2020-03-18,503.98
2020-03-19,506.47
2020-03-20,506.42
2020-03-21,508.28
2020-03-22,508.98
2020-03-23,510.88
2020-03-24,510.27
2020-03-25,513.49
2020-03-26,515.45
2020-03-27,512.98
2020-03-28,512.52
2020-03-29,510.28
2020-03-30,504.89
2020-03-31,504.21
2020-04-01,508.14
2020-04-02,510.1
2020-04-03,509.96
2020-04-04,511.11
2020-04-05,512.94
2020-04-06,516.43
2020-04-07,518.75
2020-04-08,524.92
2020-04-09,528.14
2020-04-10,522.65
2020-04-11,522.75
2020-04-12,525.55
2020-04-13,524.6
2020-04-14,519.55
2020-04-15,519.31
2020-04-16,517.06
2020-04-17,509.93
2020-04-18,509.09
2020-04-19,511.85
2020-04-20,513.49
2020-04-21,515.09
2020-04-22,515.06
2020-04-23,511.3
2020-04-24,514.41
2020-04-25,513.12
2020-04-26,510.67
2020-04-27,510.57
2020-04-28,515.1
2020-04-29,515.94
2020-04-30,516.29
2020-05-01,512.82
2020-05-02,517.94
2020-05-03,519.88
2020-05-04,524.02
2020-05-05,528.75
2020-05-06,524.35
2020-05-07,526.18
2020-05-08,527.7
2020-05-09,521.37
2020-05-10,521.55
2020-05-11,519.25
2020-05-12,512.32
2020-05-13,513.75
2020-05-14,512.17
2020-05-15,510.99
2020-05-16,512.24
2020-05-17,511.45
2020-05-18,511.74
2020-05-19,506.92
2020-05-20,508.21
2020-05-21,506.02
2020-05-22,501.82
2020-05-23,499.6
2020-05-24,500.72
2020-05-25,495.16
2020-05-26,496.04
2020-05-27,493.7
2020-05-28,498.12
2020-05-29,499.09
2020-05-30,498.85
2020-05-31,500.06
2020-06-01,497.24
2020-06-02,497.41
2020-06-03,495.55
2020-06-04,492.6
2020-06-05,492.07
2020-06-06,490.39
2020-06-07,493.13
2020-06-08,492.74
2020-06-09,492.44
2020-06-10,490.59
2020-06-11,493.11
2020-06-12,486.15
2020-06-13,479.2
2020-06-14,474.27
2020-06-15,472.95
2020-06-16,465.6
2020-06-17,461.02
2020-06-18,461.67
2020-06-19,461.88
2020-06-20,456.05
2020-06-21,456.74
2020-06-22,459.98
2020-06-23,465.02
2020-06-24,464.13
2020-06-25,463.59
2020-06-26,461.86
2020-06-27,465.53
2020-06-28,465.69
2020-06-29,461.43
2020-06-30,462.54
2020-07-01,459.26
2020-07-02,459.61
2020-07-03,454.35
2020-07-04,452.57
2020-07-05,458.48
2020-07-06,453.46
2020-07-07,452.74
2020-07-08,454.82
2020-07-09,452.7
2020-07-10,454.53
2020-07-11,454.54
2020-07-12,451.28
2020-07-13,447.51
2020-07-14,446.72
2020-07-15,439.94
2020-07-16,434.7
2020-07-17,433.91
2020-07-18,428.87
2020-07-19,426.74
2020-07-20,421.72
2020-07-21,424.13
2020-07-22,425.48
2020-07-23,425.5
2020-07-24,424.74
2020-07-25,421.81
2020-07-26,417.02
2020-07-27,422.1
2020-07-28,422.67
2020-07-29,420.9
2020-07-30,420.97
2020-07-31,422.6
2020-08-01,425.29
2020-08-02,429.13
2020-08-03,430.14
2020-08-04,426.46
2020-08-05,425.51
2020-08-06,425.85
2020-08-07,424.44
2020-08-08,423.54
2020-08-09,413.11
2020-08-10,417.04
2020-08-11,415.45
2020-08-12,419.54
2020-08-13,421.31
2020-08-14,421.49
2020-08-15,426.59
2020-08-16,423.48
2020-08-17,430.8
2020-08-18,430.09
2020-08-19,423.52
2020-08-20,420.43
2020-08-21,419.86
2020-08-22,413.44
2020-08-23,412.12
2020-08-24,409.84
2020-08-25,406.81
2020-08-26,404.28
2020-08-27,401.06
2020-08-28,400.86
2020-08-29,400.92
2020-08-30,399.74
2020-08-31,399.19
2020-09-01,399.39
2020-09-02,400.39
2020-09-03,400.39
2020-09-04,405.35
2020-09-05,409.87
2020-09-06,406.1
2020-09-07,402.3
2020-09-08,398.62
2020-09-09,400.39
2020-09-10,398.06
2020-09-11,401.11
2020-09-12,397.84
2020-09-13,393.05
2020-09-14,387.4
2020-09-15,381.97
2020-09-16,380.32
2020-09-17,386.11
2020-09-18,387.93
2020-09-19,387.98
2020-09-20,385.53
2020-09-21,384.23
2020-09-22,381.61
2020-09-23,380.16
2020-09-24,380.55
2020-09-25,382.3
2020-09-26,381.05
2020-09-27,382.86
2020-09-28,382.52
2020-09-29,381.27
2020-09-30,382.51
2020-10-01,380.94
2020-10-02,381.16
2020-10-03,381.1
2020-10-04,384.28
2020-10-05,384.08
2020-10-06,385.22
2020-10-07,382.24
2020-10-08,381.68
2020-10-09,385.74
2020-10-10,389.98
2020-10-11,392.22
2020-10-12,390.81
2020-10-13,388.63
2020-10-14,386.42
2020-10-15,385.04
2020-10-16,386.45
2020-10-17,384.62
2020-10-18,381.88
2020-10-19,378.7
2020-10-20,376.91
2020-10-21,371.09
2020-10-22,367.0
2020-10-23,364.52
2020-10-24,363.97
2020-10-25,369.35
2020-10-26,372.23
2020-10-27,373.42
2020-10-28,369.19
2020-10-29,368.23
2020-10-30,370.75
2020-10-31,375.22
2020-11-01,368.87
2020-11-02,373.64
2020-11-03,373.8
2020-11-04,377.26
2020-11-05,376.27
2020-11-06,376.84
2020-11-07,373.98
2020-11-08,375.04
2020-11-09,380.49
2020-11-10,385.26
2020-11-11,388.59
2020-11-12,387.03
2020-11-13,387.17
2020-11-14,386.3
2020-11-15,388.25
2020-11-16,392.13
2020-11-17,389.52
2020-11-18,388.87
2020-11-19,392.64
2020-11-20,396.94
2020-11-21,394.31
2020-11-22,395.1
2020-11-23,399.85
2020-11-24,404.6
2020-11-25,404.56
2020-11-26,408.88
2020-11-27,411.08
2020-11-28,409.31
2020-11-29,415.5
2020-11-30,415.39
2020-12-01,416.17
2020-12-02,412.57
2020-12-03,412.24
2020-12-04,411.27
2020-12-05,407.11
2020-12-06,409.61
2020-12-07,408.66
2020-12-08,412.65
2020-12-09,412.97
2020-12-10,417.59
2020-12-11,418.99
2020-12-12,419.67
2020-12-13,420.32
2020-12-14,419.04
2020-12-15,418.81
2020-12-16,422.55
2020-12-17,426.27
2020-12-18,427.16
2020-12-19,428.18
2020-12-20,425.37
2020-12-21,425.17
2020-12-22,424.87
2020-12-23,422.19
2020-12-24,427.08
2020-12-25,427.78
2020-12-26,428.72
2020-12-27,432.36
2020-12-28,430.92
2020-12-29,434.28
2020-12-30,428.8
2020-12-31,428.38
2021-01-01,422.63
2021-01-02,427.65
2021-01-03,431.18
2021-01-04,430.57
2021-01-05,431.9
2021-01-06,430.65
2021-01-07,433.2
2021-01-08,436.82
2021-01-09,436.29
2021-01-10,438.75
2021-01-11,437.47
2021-01-12,437.78
2021-01-13,439.72
2021-01-14,443.29
2021-01-15,442.59
2021-01-16,443.53
2021-01-17,446.15
2021-01-18,449.72
2021-01-19,455.17
2021-01-20,455.92
2021-01-21,462.95
2021-01-22,461.79
2021-01-23,465.56
2021-01-24,471.59
2021-01-25,478.39
2021-01-26,479.27
2021-01-27,477.3
2021-01-28,473.91
2021-01-29,473.8
2021-01-30,469.45
2021-01-31,468.24
2021-02-01,463.92
2021-02-02,466.04
2021-02-03,470.49
2021-02-04,471.11
2021-02-05,476.57
2021-02-06,476.62
2021-02-07,479.59
2021-02-08,477.77
2021-02-09,479.5
2021-02-10,482.95
2021-02-11,485.02
2021-02-12,489.15
2021-02-13,490.62
2021-02-14,491.86
2021-02-15,493.33
2021-02-16,497.92
2021-02-17,500.02
2021-02-18,502.34
2021-02-19,503.85
2021-02-20,508.27
2021-02-21,502.06
2021-02-22,501.0
2021-02-23,501.96
2021-02-24,503.16
2021-02-25,499.47
2021-02-26,504.9
2021-02-27,506.18
2021-02-28,505.25
2021-03-01,510.15
2021-03-02,513.7
2021-03-03,509.88
2021-03-04,503.9
2021-03-05,501.88
2021-03-06,505.06
2021-03-07,508.12
2021-03-08,509.69
2021-03-09,512.7
2021-03-10,512.6
2021-03-11,516.68
2021-03-12,519.72
2021-03-13,517.39
2021-03-14,517.61
2021-03-15,518.23
2021-03-16,521.16
2021-03-17,518.64
2021-03-18,518.73
2021-03-19,520.74
2021-03-20,519.53
2021-03-21,522.57
2021-03-22,525.13
2021-03-23,523.6
2021-03-24,523.69
2021-03-25,524.45
2021-03-26,524.5
2021-03-27,521.36
2021-03-28,519.11
2021-03-29,524.49
2021-03-30,523.21
2021-03-31,524.82
2021-04-01,523.25
2021-04-02,517.32
2021-04-03,523.45
2021-04-04,520.82
2021-04-05,520.95
2021-04-06,518.19
2021-04-07,516.73
2021-04-08,516.2
2021-04-09,514.55
2021-04-10,515.68
2021-04-11,520.53
2021-04-12,519.19
2021-04-13,522.57
2021-04-14,520.29
2021-04-15,521.16
2021-04-16,518.97
2021-04-17,518.43
2021-04-18,517.8
2021-04-19,521.22
2021-04-20,522.81
2021-04-21,523.75
2021-04-22,522.35
2021-04-23,524.47
2021-04-24,526.63
2021-04-25,526.63
2021-04-26,524.38
2021-04-27,524.51
2021-04-28,519.68
2021-04-29,522.21
2021-04-30,515.63
2021-05-01,518.49
2021-05-02,515.05
2021-05-03,512.34
2021-05-04,510.22
2021-05-05,511.49
2021-05-06,509.16
2021-05-07,510.98
2021-05-08,513.45
2021-05-09,515.52
2021-05-10,511.67
2021-05-11,514.67
2021-05-12,512.05
2021-05-13,517.58
2021-05-14,515.33
2021-05-15,507.64
2021-05-16,509.75
2021-05-17,508.05
2021-05-18,503.72
2021-05-19,499.6
2021-05-20,503.58
2021-05-21,501.92
2021-05-22,499.72
2021-05-23,499.16
2021-05-24,499.47
2021-05-25,494.77
2021-05-26,494.37
2021-05-27,490.94
2021-05-28,489.69
2021-05-29,488.77
2021-05-30,497.37
2021-05-31,499.96
2021-06-01,507.44
2021-06-02,505.35
2021-06-03,507.09
2021-06-04,506.56
2021-06-05,509.89
2021-06-06,502.45
2021-06-07,497.06
2021-06-08,490.57
2021-06-09,491.9
2021-06-10,488.05
2021-06-11,487.71
2021-06-12,487.37
2021-06-13,485.2
2021-06-14,486.63
2021-06-15,484.62
2021-06-16,486.3
2021-06-17,482.95
2021-06-18,482.99
2021-06-19,483.58
2021-06-20,477.48
2021-06-21,476.52
2021-06-22,474.14
2021-06-23,470.38
2021-06-24,476.37
